measurement_id,compound_id,compound_label,descriptor,smiles,smiles_source,smiles_note,source_short,source_journal,source_year,source_doi,source_title,target_raw,target_std,assay_category,assay_subtype,value_raw,unit_raw,value_std,unit_std,censor,table_ref,note,conflict_flag
393,Fulton2008_BMCL__5d,5d,MCL-600,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Fulton2008_BMCL,Bioorganic&MedicinalChemistryLetters,2008,10.1016/j.bmcl.2008.07.054,Synthesis and pharmacological evaluation of hydrophobic esters and ethers of butorphanol at opioid receptors,MOR/DOR/KOR,MOR/DOR/KOR,selectivity_ratio,Ki ratio mu:delta:kappa (normalized),1:56:1,ratio,1.0,ratio,,Table 1,,
394,Fulton2008_BMCL__5d,5d,MCL-600,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Fulton2008_BMCL,Bioorganic&MedicinalChemistryLetters,2008,10.1016/j.bmcl.2008.07.054,Synthesis and pharmacological evaluation of hydrophobic esters and ethers of butorphanol at opioid receptors,physicochemical,physicochemical,physicochemical,CLogP (calculated),5.5,logP,5.5,logP,,Table 1,,
395,Fulton2008_BMCL__5e,5e,MCL-604,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Fulton2008_BMCL,Bioorganic&MedicinalChemistryLetters,2008,10.1016/j.bmcl.2008.07.054,Synthesis and pharmacological evaluation of hydrophobic esters and ethers of butorphanol at opioid receptors,MOR,MOR,binding_affinity,Ki (radioligand binding),16,nM,16.0,nM,,Table 1,,
396,Fulton2008_BMCL__5e,5e,MCL-604,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Fulton2008_BMCL,Bioorganic&MedicinalChemistryLetters,2008,10.1016/j.bmcl.2008.07.054,Synthesis and pharmacological evaluation of hydrophobic esters and ethers of butorphanol at opioid receptors,DOR,DOR,binding_affinity,Ki (radioligand binding),1500,nM,1500.0,nM,,Table 1,,
397,Fulton2008_BMCL__5e,5e,MCL-604,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Fulton2008_BMCL,Bioorganic&MedicinalChemistryLetters,2008,10.1016/j.bmcl.2008.07.054,Synthesis and pharmacological evaluation of hydrophobic esters and ethers of butorphanol at opioid receptors,KOR,KOR,binding_affinity,Ki (radioligand binding),28,nM,28.0,nM,,Table 1,,
398,Fulton2008_BMCL__5e,5e,MCL-604,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Fulton2008_BMCL,Bioorganic&MedicinalChemistryLetters,2008,10.1016/j.bmcl.2008.07.054,Synthesis and pharmacological evaluation of hydrophobic esters and ethers of butorphanol at opioid receptors,MOR/DOR/KOR,MOR/DOR/KOR,selectivity_ratio,Ki ratio mu:delta:kappa (normalized),1:94:1.8,ratio,1.0,ratio,,Table 1,,
399,Fulton2008_BMCL__5e,5e,MCL-604,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Fulton2008_BMCL,Bioorganic&MedicinalChemistryLetters,2008,10.1016/j.bmcl.2008.07.054,Synthesis and pharmacological evaluation of hydrophobic esters and ethers of butorphanol at opioid receptors,physicochemical,physicochemical,physicochemical,CLogP (calculated),6.23,logP,6.23,logP,,Table 1,,
400,Fulton2008_BMCL__5f,5f,MCL-605,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Fulton2008_BMCL,Bioorganic&MedicinalChemistryLetters,2008,10.1016/j.bmcl.2008.07.054,Synthesis and pharmacological evaluation of hydrophobic esters and ethers of butorphanol at opioid receptors,MOR,MOR,binding_affinity,Ki (radioligand binding),3.9,nM,3.9,nM,,Table 1,,
401,Fulton2008_BMCL__5f,5f,MCL-605,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Fulton2008_BMCL,Bioorganic&MedicinalChemistryLetters,2008,10.1016/j.bmcl.2008.07.054,Synthesis and pharmacological evaluation of hydrophobic esters and ethers of butorphanol at opioid receptors,DOR,DOR,binding_affinity,Ki (radioligand binding),930,nM,930.0,nM,,Table 1,,
402,Fulton2008_BMCL__5f,5f,MCL-605,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Fulton2008_BMCL,Bioorganic&MedicinalChemistryLetters,2008,10.1016/j.bmcl.2008.07.054,Synthesis and pharmacological evaluation of hydrophobic esters and ethers of butorphanol at opioid receptors,KOR,KOR,binding_affinity,Ki (radioligand binding),5.2,nM,5.2,nM,,Table 1,,
403,Fulton2008_BMCL__5f,5f,MCL-605,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Fulton2008_BMCL,Bioorganic&MedicinalChemistryLetters,2008,10.1016/j.bmcl.2008.07.054,Synthesis and pharmacological evaluation of hydrophobic esters and ethers of butorphanol at opioid receptors,MOR/DOR/KOR,MOR/DOR/KOR,selectivity_ratio,Ki ratio mu:delta:kappa (normalized),1:240:1.3,ratio,1.0,ratio,,Table 1,,
404,Fulton2008_BMCL__5f,5f,MCL-605,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Fulton2008_BMCL,Bioorganic&MedicinalChemistryLetters,2008,10.1016/j.bmcl.2008.07.054,Synthesis and pharmacological evaluation of hydrophobic esters and ethers of butorphanol at opioid receptors,physicochemical,physicochemical,physicochemical,CLogP (calculated),5.26,logP,5.26,logP,,Table 1,,
405,Kobayashi2009_BMCL__1,1,"iPr,H",,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Kobayashi2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.116,Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists,ORL1,NOP,binding_affinity,IC50 (radioligand binding),350,nM,350.0,nM,,Table 1,,
406,Kobayashi2009_BMCL__7,7,"CH2,iPr,H",,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Kobayashi2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.116,Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists,ORL1,NOP,binding_affinity,IC50 (radioligand binding),150,nM,150.0,nM,,Table 1,,
407,Kobayashi2009_BMCL__8,8,"CH2CH2,iPr,H",,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Kobayashi2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.116,Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists,ORL1,NOP,binding_affinity,IC50 (radioligand binding),150,nM,150.0,nM,,Table 1,,
408,Kobayashi2009_BMCL__9,9,"Cyclohexyl,H",,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Kobayashi2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.116,Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists,ORL1,NOP,binding_affinity,IC50 (radioligand binding),75,nM,75.0,nM,,Table 1,,
409,Kobayashi2009_BMCL__10,10,"Cyclohexyl,Me",,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Kobayashi2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.116,Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists,ORL1,NOP,binding_affinity,IC50 (radioligand binding),>1000,nM,1000.0,nM,above,Table 1,Source paper reports only a lower bound ('>1000'); true value is greater than 1000.0 nM.,
410,Kobayashi2009_BMCL__11,11,"Cyclohexyl,iPr",,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Kobayashi2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.116,Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists,ORL1,NOP,binding_affinity,IC50 (radioligand binding),>1000,nM,1000.0,nM,above,Table 1,Source paper reports only a lower bound ('>1000'); true value is greater than 1000.0 nM.,
411,Kobayashi2009_BMCL__12,12,–(CH2)5–,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Kobayashi2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.116,Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists,ORL1,NOP,binding_affinity,IC50 (radioligand binding),560,nM,560.0,nM,,Table 1,,
412,Kobayashi2009_BMCL__13,13,"Cyclopentyl,H",,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Kobayashi2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.116,Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists,ORL1,NOP,binding_affinity,IC50 (radioligand binding),28,nM,28.0,nM,,Table 1 ; Table 2,Exact duplicate in 2 locations; merged.,
414,Kobayashi2009_BMCL__14,14,"""",,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Kobayashi2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.116,Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists,ORL1,NOP,binding_affinity,IC50 (radioligand binding),530,nM,530.0,nM,,Table 2,,
415,Kobayashi2009_BMCL__15,15,"""",,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Kobayashi2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.116,Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists,ORL1,NOP,binding_affinity,IC50 (radioligand binding),37,nM,37.0,nM,,Table 2,,
416,Kobayashi2009_BMCL__16,16,"""",,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Kobayashi2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.116,Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists,ORL1,NOP,binding_affinity,IC50 (radioligand binding),>1000,nM,1000.0,nM,above,Table 2,Source paper reports only a lower bound ('>1000'); true value is greater than 1000.0 nM.,
417,Kobayashi2009_BMCL__17,17,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Kobayashi2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.116,Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists,ORL1,NOP,binding_affinity,IC50 (radioligand binding),61,nM,61.0,nM,,Table 2 ; Table 3,Exact duplicate in 2 locations; merged.,
419,Kobayashi2009_BMCL__18,18,"6-Cl,30-Cl",,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Kobayashi2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.116,Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists,ORL1,NOP,binding_affinity,IC50 (radioligand binding),11,nM,11.0,nM,,Table 3,,
420,Kobayashi2009_BMCL__19,19,"6-Me,30-Cl",,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Kobayashi2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.116,Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists,ORL1,NOP,binding_affinity,IC50 (radioligand binding),4.0,nM,4.0,nM,,Table 3 ; Table 4,Exact duplicate in 2 locations; merged.,
421,Kobayashi2009_BMCL__20,20,"6-Et,30-Cl",,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Kobayashi2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.116,Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists,ORL1,NOP,binding_affinity,IC50 (radioligand binding),67,nM,67.0,nM,,Table 3,,
422,Kobayashi2009_BMCL__21,21,"6-CF3,30-Cl",,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Kobayashi2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.116,Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists,ORL1,NOP,binding_affinity,IC50 (radioligand binding),270,nM,270.0,nM,,Table 3,,
423,Kobayashi2009_BMCL__22,22,"5-Me,30-Cl",,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Kobayashi2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.116,Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists,ORL1,NOP,binding_affinity,IC50 (radioligand binding),13,nM,13.0,nM,,Table 3,,
424,Kobayashi2009_BMCL__23,23,"6-Me,30-Me",,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Kobayashi2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.116,Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists,ORL1,NOP,binding_affinity,IC50 (radioligand binding),33,nM,33.0,nM,,Table 3,,
425,Kobayashi2009_BMCL__24,24,"6-Me,30-CF3",,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Kobayashi2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.116,Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists,ORL1,NOP,binding_affinity,IC50 (radioligand binding),36,nM,36.0,nM,,Table 3,,
426,Kobayashi2009_BMCL__25,25,"6-Me,30-SO2Me",,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Kobayashi2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.116,Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists,ORL1,NOP,binding_affinity,IC50 (radioligand binding),72,nM,72.0,nM,,Table 3,,
427,Kobayashi2009_BMCL__26,26,"6-Me,30-Cl,50-Cl",,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Kobayashi2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.116,Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists,ORL1,NOP,binding_affinity,IC50 (radioligand binding),8.2,nM,8.2,nM,,Table 3,,
429,Kobayashi2009_BMCL__19,19,H,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Kobayashi2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.116,Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists,ORL1,NOP,functional_potency,GTPgammaS antagonism IC50,4.7,nM,4.7,nM,,Table 4,,
430,Kobayashi2009_BMCL__19,19,H,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Kobayashi2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.116,Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists,hERG,hERG,adme,hERG binding IC50,"16,000",nM,16000.0,nM,,Table 4,,
431,Kobayashi2009_BMCL__19,19,H,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Kobayashi2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.116,Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists,physicochemical,physicochemical,physicochemical,logD7.4 (shake-flask),1.7,logD,1.7,logD,,Table 4,,
432,Kobayashi2009_BMCL__19,19,H,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Kobayashi2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.116,Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists,human P-gp,human P-gp,adme,transport ratio B-to-A / A-to-B (efflux),4.1,ratio,4.1,ratio,,Table 4,,
433,Kobayashi2009_BMCL__19,19,H,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Kobayashi2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.116,Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists,physicochemical,physicochemical,physicochemical,"calculated pKa, cyclopentylamine N1",8.2,pKa,8.2,pKa,,Table 4,,
434,Kobayashi2009_BMCL__19,19,H,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Kobayashi2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.116,Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists,physicochemical,physicochemical,physicochemical,"calculated pKa, pyridine N2",4.5,pKa,4.5,pKa,,Table 4,,
435,Kobayashi2009_BMCL__27e,27e,H,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Kobayashi2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.116,Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists,ORL1,NOP,binding_affinity,IC50 (radioligand binding),11,nM,11.0,nM,,Table 4,,
436,Kobayashi2009_BMCL__27e,27e,H,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Kobayashi2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.116,Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists,ORL1,NOP,functional_potency,GTPgammaS antagonism IC50,7.1,nM,7.1,nM,,Table 4,,
437,Kobayashi2009_BMCL__27e,27e,H,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Kobayashi2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.116,Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists,hERG,hERG,adme,hERG binding IC50,"30,000",nM,30000.0,nM,,Table 4,,
438,Kobayashi2009_BMCL__27e,27e,H,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Kobayashi2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.116,Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists,physicochemical,physicochemical,physicochemical,logD7.4 (shake-flask),2.0,logD,2.0,logD,,Table 4,,
439,Kobayashi2009_BMCL__27e,27e,H,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Kobayashi2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.116,Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists,human P-gp,human P-gp,adme,transport ratio B-to-A / A-to-B (efflux),1.9,ratio,1.9,ratio,,Table 4,,
440,Kobayashi2009_BMCL__27e,27e,H,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Kobayashi2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.116,Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists,physicochemical,physicochemical,physicochemical,"calculated pKa, cyclopentylamine N1",6.9,pKa,6.9,pKa,,Table 4,,
441,Kobayashi2009_BMCL__27e,27e,H,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Kobayashi2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.116,Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists,physicochemical,physicochemical,physicochemical,"calculated pKa, pyridine N2",4.5,pKa,4.5,pKa,,Table 4,,
442,Kobayashi2009_BMCL__28e,28e,H,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Kobayashi2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.116,Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists,ORL1,NOP,binding_affinity,IC50 (radioligand binding),2.5,nM,2.5,nM,,Table 4,,
443,Kobayashi2009_BMCL__28e,28e,H,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Kobayashi2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.116,Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists,ORL1,NOP,functional_potency,GTPgammaS antagonism IC50,1.0,nM,1.0,nM,,Table 4,,
444,Kobayashi2009_BMCL__28e,28e,H,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Kobayashi2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.116,Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists,hERG,hERG,adme,hERG binding IC50,"29,000",nM,29000.0,nM,,Table 4,,
445,Kobayashi2009_BMCL__28e,28e,H,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Kobayashi2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.116,Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists,physicochemical,physicochemical,physicochemical,logD7.4 (shake-flask),1.3,logD,1.3,logD,,Table 4,,
446,Kobayashi2009_BMCL__28e,28e,H,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Kobayashi2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.116,Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists,human P-gp,human P-gp,adme,transport ratio B-to-A / A-to-B (efflux),4.4,ratio,4.4,ratio,,Table 4,,
447,Kobayashi2009_BMCL__28e,28e,H,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Kobayashi2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.116,Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists,physicochemical,physicochemical,physicochemical,"calculated pKa, cyclopentylamine N1",7.4,pKa,7.4,pKa,,Table 4,,
448,Kobayashi2009_BMCL__28e,28e,H,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Kobayashi2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.116,Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists,physicochemical,physicochemical,physicochemical,"calculated pKa, pyridine N2",4.5,pKa,4.5,pKa,,Table 4,,
449,Kobayashi2009_BMCL__29e,29e,H,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Kobayashi2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.116,Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists,ORL1,NOP,binding_affinity,IC50 (radioligand binding),9.3,nM,9.3,nM,,Table 4,,
450,Kobayashi2009_BMCL__29e,29e,H,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Kobayashi2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.116,Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists,ORL1,NOP,functional_potency,GTPgammaS antagonism IC50,4.5,nM,4.5,nM,,Table 4,,
451,Kobayashi2009_BMCL__29e,29e,H,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Kobayashi2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.116,Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists,hERG,hERG,adme,hERG binding IC50,"21,000",nM,21000.0,nM,,Table 4,,
452,Kobayashi2009_BMCL__29e,29e,H,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Kobayashi2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.116,Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists,physicochemical,physicochemical,physicochemical,logD7.4 (shake-flask),2.1,logD,2.1,logD,,Table 4,,
453,Kobayashi2009_BMCL__29e,29e,H,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Kobayashi2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.116,Discovery of novel arylpyrazole series as potent and selective opioid receptor-like 1 (ORL1) antagonists,human P-gp,human P-gp,adme,transport ratio B-to-A / A-to-B (efflux),1.4,ratio,1.4,ratio,,Table 4,,
